play,comments,danmu,favorites,coins
1112,7,35,4,7
268,1,1,2,0
70,8,0,0,1
611,0,0,1,0
428,2,6,20,1
95,4,3,15,4
901,2,1,11,0
5759,16,45,352,8
12,0,0,1,1
209,9,1,3,2
236,1,0,2,0
146,2,0,1,3
3530,47,404,415,91
2074,8,10,55,2
162,0,1,5,0
116,2,1,0,0
661,3,7,29,3
111,1,0,1,0
3677,13,26,275,14
2904,14,18,11,9
775,5,9,40,2
830,3,5,29,2
155,1,2,1,2
478,6,5,56,6
1814,7,73,15,12
100,1,0,1,0
29,0,0,0,0
183,2,1,5,0
213,1,6,1,0
53,0,0,1,0
155,0,0,0,0
2735,4,26,19,0
17,0,0,0,0
34,0,0,0,0
77,3,0,2,0
28,2,1,0,0
5,0,0,0,0
245,7,18,9,3
698,5,15,28,10
6222,117,135,87,591
289,5,1,11,3
725,11,6,2,0
70,1,1,0,0
110,0,2,0,0
70,0,2,7,2
404,5,12,6,5
73,1,147,10,1
73,0,0,1,0
35,0,0,0,0
248,0,0,1,0
241,2,0,4,1
46,3,2,2,1
155,3,1,10,0
60,2,0,5,0
2113,11,105,169,25
461,2,1,59,4
48,2,1,0,0
481,1,53,24,4
615,1,4,10,2
76,6,4,0,2
63,6,8,1,5
62,1,11,2,0
508,3,11,14,6
13,0,0,0,0
643,2,5,12,3
786,2,1,6,0
39,0,0,0,0
255,0,5,4,0
186,2,1,22,1
1458,19,219,70,5
163,3,1,1,4
183,2,0,9,0
417,7,2,0,4
87,1,0,0,0
32,0,2,0,0
26,0,0,0,0
1371,6,36,48,9
1774,128,287,98,70
21,0,0,0,0
3870,10,38,41,16
181,8,1,0,2
37,3,1,3,0
412,3,3,56,2
36,0,2,0,0
333,4,18,10,5
562,4,16,27,4
113,5,4,0,4
638,5,4,5,2
2,0,0,0,0
5931,12,12,39,4
524,13,16,13,9
489,0,0,25,0
552,5,16,8,4
1522,22,41,21,28
253,0,0,0,0
797,7,7,26,5
124,0,0,0,0
28644,38,157,2228,42
1808,57,33,59,13
107,4,4,7,6
68,0,4,0,3
3106,9,46,228,6
362,2,0,46,5
223,3,18,14,6
290,1,1,5,1
119,4,3,21,4
598,2,3,19,3
131,1,1,2,3
2055,98,135,15,58
603,6,1,5,2
211,5,0,14,0
303,27,18,3,31
170,1,5,5,1
1049,6,20,6,2
139,3,9,0,5
341,2,2,3,4
47,0,0,1,0
2239,32,31,80,47
695,1,5,20,1
20,0,0,0,0
231,3,9,5,0
1445,8,17,9,3
189,2,7,0,4
280,0,3,11,1
25,1,1,0,0
303,0,4,68,5
26794,100,188,534,256
1305,12,11,17,7
300,8,57,0,26
1061,2,21,45,6
929,1,10,8,1
678,3,4,10,2
35,23,1,0,2
24,2,0,0,0
147,10,8,0,4
364,1,24,26,0
860,7,23,27,9
1473,7,85,90,44
138149,526,5225,1217,575
182,2,10,5,3
5400,53,119,27,21
1184,9,7,3,4
3060,69,390,11,39
475,7,7,71,17
260,1,3,17,1
197,1,3,4,0
373,3,10,15,0
837,28,3,31,8
867,30,15,44,24
215,3,8,3,0
36,0,0,0,0
27,1,0,0,0
38,0,0,12,0
994,7,8,1,1
23816,86,1896,555,29
1200,2,10,17,0
3384,11,59,127,10
1695,20,86,43,14
641,4,10,19,2
34,2,1,1,1
37,3,3,0,5
13,0,1,0,0
629,3,6,13,0
823,16,82,22,0
360,3,25,5,3
1056,6,41,35,13
693,6,14,26,9
12728,11,48,383,18
121,3,2,6,0
396,3,23,11,2
47,0,0,0,0
153210,866,1043,1002,580
25,4,1,2,0
2383,16,136,14,9
908,2,5,25,3
50,2,0,0,1
236,2,4,4,1
1727,28,52,60,69
381,1,1,12,0
136,9,0,2,2
3749,23,64,9,11
2056,18,3,253,4
88,1,0,3,1
38,0,0,0,0
203,6,1,2,0
426,10,30,23,3
1220,8,91,53,36
2515,12,30,12,12
79,0,0,3,0
234,3,4,16,8
540,13,14,2,10
641,4,14,10,2
1089,10,14,20,5
107,3,1,3,2
11630,54,206,97,10
463,4,16,16,8
3993,9,42,129,10
4266,12,235,99,8
137,1,5,2,1
1339,60,92,122,18
49,0,0,0,0
167,2,0,3,0
79,1,1,2,0
561,2,5,38,7
1782,27,24,12,7
98,0,3,2,1
824,7,12,3,3
598,57,12,5,32
246,0,0,19,0
681,3,4,20,3
482,3,7,15,2
1709,20,71,38,23
1258,14,2,8,0
378,4,22,43,10
358,1,7,25,2
122,4,322,10,6
93,2,10,1,7
136,0,2,0,0
127,0,5,1,4
396,0,7,5,4
8,0,0,0,0
59252,76,223,936,80
23164,155,288,835,109
117,9,6,16,11
459,6,9,17,4
79,4,2,14,0
186,0,0,1,0
51,4,2,0,0
1526,10,62,52,12
265,0,4,3,0
144,5,0,0,0
150,2,7,2,7
58,0,0,0,0
1190,5,29,19,4
706,4,1,10,0
27,0,1,0,0
40,2,0,0,0
244,2,0,0,6
37,0,0,3,0
2297,6,12,216,6
1456,17,106,123,18
3766,41,128,43,5
83,0,2,5,0
1910,21,56,150,70
32,0,5,1,0
5356,117,292,41,94
13803,18,102,281,52
581,17,12,42,13
510,3,2,41,0
607,5,39,13,7
33474,51,854,616,28
67,0,3,0,2
135,4,34,20,7
1581,88,40,141,19
74,0,0,4,0
615,19,13,7,6
14,1,0,1,0
2439,40,158,193,52
76,1,0,0,0
153,3,7,6,0
425,1,8,2,0
164,3,2,1,1
320,9,21,15,11
239,4,2,9,0
22,0,0,1,1
1109,34,86,84,92
62,0,0,1,0
2173,11,11,9,6
392,0,5,10,0
72,3,2,1,6
370,1,0,7,0
35,0,0,0,1
215,5,0,0,4
38,0,0,0,0
63,0,0,0,0
3691,80,191,38,72
28,0,0,0,0
1164,17,14,21,18
98,0,2,14,2
38,1,0,1,0
38,0,0,0,0
899,4,25,57,4
1672,10,6,9,3
103,9,3,1,12
1809,3,103,55,13
562,4,6,9,4
25,1,3,0,0
97,0,0,2,0
461,6,13,42,14
286,11,33,4,13
145,0,1,4,0
69,1,1,0,1
169,0,3,1,1
1358,20,58,54,37
113,1,1,1,2
896,6,42,13,6
140,13,0,0,0
655,0,5,5,0
20,0,0,0,0
192,5,6,3,6
804,15,115,67,63
319,1,7,1,0
37,3,0,0,2
159,0,0,8,0
209,0,0,19,0
474,13,7,6,10
102,0,4,6,0
172,1,5,2,5
76,0,0,1,0
572,5,6,98,0
41,0,0,4,2
540,2,9,22,3
206,0,4,3,0
494,3,0,69,2
619,4,5,1,2
398,11,21,12,15
64,0,2,1,0
13,0,0,0,0
467,4,13,16,0
33,0,0,0,0
21,0,0,0,0
288,0,36,13,4
102,1,0,2,1
35,4,0,0,0
3403,10,18,60,20
747,7,239,58,13
452,4,16,33,2
202,1,5,10,1
154,1,1,0,0
95,0,1,0,2
238,3,8,18,13
434,4,6,15,10
2442,25,75,104,31
150,0,1,7,0
31,1,0,0,0
20279,168,160,649,182
194,1,3,2,0
1733,18,17,8,16
416,2,1,1,0
1631,4,42,12,8
75,0,0,12,0
335,3,10,3,12
614,10,7,1,6
4001,29,50,12,13
142,0,11,3,1
14,2,1,0,0
1436,4,31,105,4
137,9,6,4,14
73,1,0,0,1
324,3,9,9,2
6598,123,172,37,8
18,0,1,0,0
108,0,3,0,0
57,1,0,10,0
280,10,3,1,1
156,6,7,4,4
168,0,0,1,0
39,4,3,2,4
125,3,13,3,0
34,1,0,0,1
2163,48,51,50,65
86,6,4,7,8
93,0,1,0,1
170,9,7,2,11
646,4,11,32,0
216,1,1,3,0
38,2,20,0,0
5,1,0,1,0
265,4,5,28,1
450,5,6,19,6
175,0,2,1,0
4800,36,47,23,14
2257,36,89,32,67
109,2,0,0,0
69,0,0,9,0
696,2,2,10,0
120,2,10,2,4
105,0,0,2,0
13,0,0,0,0
315,3,4,10,2
479,2,2,18,1
27,0,2,1,1
43,0,0,1,0
21,0,0,0,0
251,8,1,1,2
102,0,2,1,0
3113,15,61,108,19
83,0,0,0,0
38,0,0,0,0
20,9,1,0,2
742,2,1,79,1
285,9,16,0,3
104,0,5,0,0
142,0,2,1,0
884,4,10,13,0
45,4,1,0,7
38,1,0,3,0
646,2,2,20,0
308,5,8,21,20
2462,21,301,146,30
1582,5,23,11,13
112,2,2,4,2
1985,2,6,3,0
732,4,8,2,0
603,7,4,26,6
2342,36,41,215,19
111,0,0,1,0
242,3,5,6,3
1103,2,13,138,2
454,24,19,5,6
75,1,1,0,2
524,5,5,7,1
1433,9,15,62,4
215,43,4,1,13
4762,140,184,62,147
3036,7,33,93,33
206,8,24,0,5
55,0,2,0,0
30,7,2,0,14
102,9,18,3,6
415,4,8,7,0
237,0,8,2,9
82,12,11,2,7
459,8,4,84,2
10,1,0,2,0
199,2,23,17,15
15674,67,89,68,77
86,0,0,1,0
182,0,0,0,0
242,2,6,1,0
39,1,4,1,2
50,1,3,2,12
80,1,6,3,4
718,5,4,2,2
722,13,51,20,2
18,0,0,0,2
42,2,0,5,2
7,0,0,1,0
52,0,2,0,0
87,0,1,11,0
226,1,3,2,0
121,12,4,13,5
296,6,3,54,2
761,11,6,29,5
97,7,33,9,4
2822,31,289,8,54
692,31,74,36,32
24,2,0,0,0
33,3,0,0,5
535,4,21,17,0
25,3,1,0,0
327,3,14,7,0
1286,4,4,28,11
791,3,9,4,6
340,1,2,7,1
129,0,5,0,5
232,4,1,5,2
166,0,1,4,1
939,32,27,24,51
706,1,4,63,0
41,1,1,1,0
181,9,2,2,2
531,2,5,1,2
219,0,3,8,0
557,9,10,24,23
1436,16,32,32,41
28,0,0,0,0
193,15,0,10,13
731,8,12,42,10
1603,23,18,121,21
9,0,0,1,0
21,0,0,0,0
1393,41,33,36,28
2424,58,226,219,89
48214,51,189,306,168
121,0,1,6,0
103,5,1,3,5
105,3,0,0,0
110,2,0,6,1
8,0,0,1,0
10,0,0,0,0
29,1,1,0,3
629,11,99,24,36
71,0,0,0,0
48,0,0,2,0
330,2,0,47,3
16,1,0,0,0
267,3,6,0,5
1047,0,12,6,2
1464,17,30,26,14
1251,0,1,7,1
364,1,49,37,12
22,0,0,0,0
143,2,7,2,3
183,1,4,23,1
2469,54,100,173,25
50,2,3,0,6
1094,4,10,38,0
419,4,2,3,2
120,2,0,1,0
813,2,8,29,3
92,0,0,4,0
117,2,1,2,1
1732,30,35,45,28
1787,15,76,31,4
68,1,1,0,0
71,3,2,1,2
189,5,3,2,0
2977,6,22,22,15
109414,204,753,2045,1130
88,1,3,0,2
127,1,23,3,0
242,17,7,31,3
87,0,0,0,0
14,0,1,0,0
104,5,2,14,1
77,2,4,7,5
190,0,0,0,0
338,2,87,19,5
4722,17,122,53,25
200,2,3,18,0
899,7,16,1,0
16,0,0,0,0
232,7,1,1,2
235,0,30,1,0
33,0,0,2,0
21,0,0,0,0
417,13,2,72,6
46,3,0,0,0
734,0,5,17,1
391,0,0,1,0
268,6,18,22,18
62,0,0,1,0
37,0,1,1,0
23,0,0,0,0
83,5,9,0,6
750,8,33,18,1
189,1,2,0,0
40037,236,387,808,551
1191,16,33,51,30
66,0,5,5,2
4098,5,30,51,1
104,2,2,1,2
3177,5,34,80,19
42,4,5,0,1
443,7,3,1,0
2292,32,153,2,4
61,1,0,3,0
107,0,3,6,4
65,2,5,3,6
301,18,14,41,8
352,6,1,17,2
75,1,1,2,3
6632,41,101,145,35
6881,47,184,127,103
100,7,1,2,1
506,24,41,27,66
493,3,0,15,2
271,5,3,3,1
54,0,0,6,0
714,13,53,21,9
551,3,18,21,1
2789,18,34,13,12
1131,10,8,38,9
33284,243,725,2448,1107
211,5,2,13,0
3141,11,43,4,0
1573,11,18,111,35
55,0,0,0,0
104,0,4,7,1
330,1,1,10,2
49,2,0,4,1
38,0,0,2,1
177,0,0,0,0
1940,20,62,29,15
133,4,4,5,2
545,3,50,5,1
9,0,0,0,0
769,6,46,95,25
346,33,14,1,6
6252,44,136,74,74
1356,21,18,17,23
194,0,0,0,0
20,0,0,0,0
372,3,0,6,3
221,2,0,1,0
1600,45,54,23,27
77,1,1,0,0
842,4,3,83,4
81,0,1,6,0
66,2,1,3,1
4079,8,23,8,2
1236,16,56,48,11
181,4,0,3,2
214,2,0,8,1
27,0,0,0,0
73,4,0,1,1
44,9,0,3,2
222,3,1,2,2
54,3,1,2,0
144,0,0,0,0
467,0,0,10,3
1871,6,7,186,1
94,1,0,2,1
29,1,1,0,0
914,12,8,62,2
11,0,0,0,0
240,3,6,14,8
15,0,0,0,0
382,5,33,16,7
1804,15,21,38,25
341,1,11,9,0
27,0,0,0,0
2105,63,50,404,71
3199,16,36,71,60
728,2,0,2,0
20439,334,205,141,64
291,8,6,6,3
125,0,0,0,0
286,1,4,13,1
79,4,0,4,1
914,2,9,1,0
71,0,6,0,8
32,0,0,3,0
203,3,0,18,13
8489,115,397,47,51
22,0,0,0,0
1634,18,47,9,1
3299,12,52,21,6
37,2,8,0,8
214,2,2,2,0
13,0,0,0,0
197,2,0,13,0
179,6,117,1,4
1815,18,47,131,13
82,6,5,1,8
4874,32,79,10,18
6650,14,119,43,2
7,0,0,1,0
6,0,0,0,0
28,0,0,0,0
99,3,14,8,4
29,1,2,3,0
338,9,3,2,0
3213,16,101,6,1
306,4,13,7,1
37,0,0,1,0
183,2,0,11,3
6417,8,221,288,11
4223,44,180,86,63
299,15,11,17,12
1588,7,87,6,4
942,5,2,30,3
23816,128,522,123,214
69,4,0,4,1
422,12,3,6,9
226,2,7,5,0
128,2,1,0,0
60,0,0,0,0
196,3,6,10,0
18,0,0,0,0
209,0,0,0,0
4125,43,367,168,134
69,0,0,2,0
86000,230,1456,2223,1065
2318,13,60,49,48
1823,5,45,3,1
11,0,0,1,0
185,9,3,37,1
113,1,2,0,5
38,0,0,0,0
89,2,4,1,0
1826,13,58,145,9
104,2,1,11,2
76,0,2,0,1
145,0,5,0,5
314,1,0,7,2
1565,11,30,22,0
1172,17,75,23,49
118,0,1,4,0
35,0,1,0,0
24,0,0,0,0
51,8,2,0,3
9397,95,163,181,444
235,1,7,1,2
18,0,0,2,0
38651,91,287,965,145
12,1,0,1,0
412,5,5,1,0
86,1,1,0,0
116,2,11,1,6
16,0,1,0,0
16,0,0,0,0
6,0,0,1,0
104,4,2,5,1
828,9,12,8,9
22,0,0,1,1
15120,91,205,41,170
743,7,25,8,17
247,5,3,2,0
42,1,1,4,0
567,0,5,17,9
144,1,14,11,1
628,11,4,9,2
27,0,1,0,0
205,49,52,15,34
1213,23,14,13,6
34,0,2,0,0
624,3,27,97,10
3582,16,11,86,13
36,0,0,0,0
50,11,0,1,1
2,0,0,0,0
969,4,71,17,3
61,0,0,0,0
311,1,9,15,0
40,0,1,1,0
3,0,0,1,0
375,7,9,1,10
776,26,22,10,7
54,0,0,0,0
542,9,11,17,8
875,9,1,14,2
66578,269,497,196,111
172,0,0,1,0
429,1,4,9,1
1985,6,31,65,29
570,4,11,8,8
240,0,1,0,0
312,2,3,10,3
1022,5,47,42,15
322,8,25,10,9
179,1,2,0,0
195,0,2,2,0
145,1,4,16,2
233,0,0,22,0
1603,16,19,58,4
225,5,18,34,0
37,0,0,1,0
545,23,72,8,21
110,3,7,9,4
164,0,38,4,1
2366,21,43,294,65
5,0,0,0,0
13,0,0,0,0
1376,6,12,20,1
46,2,2,3,0
23093,30,24,113,10
10,0,0,1,0
5,0,0,1,0
37,0,0,0,0
158,11,6,0,2
41,3,0,0,0
121,0,0,0,0
116,1,7,0,2
3851,30,55,17,3
1792,11,120,101,8
600,4,46,58,8
14,0,0,0,0
31,0,0,0,0
37,0,1,0,0
422,0,12,6,1
1581,8,29,73,10
362,0,4,3,0
103,4,1,0,10
49,2,0,4,1
388,0,0,0,0
23,0,0,1,0
25,0,3,0,2
1705,7,76,289,10
1547,9,11,15,8
3185,71,82,14,6
180,1,30,4,2
324,3,2,15,1
2978,80,86,190,81
2165,2,3,10,0
14,1,0,1,0
23,0,1,3,2
182,9,15,0,3
2398,50,536,144,191
194,4,16,3,5
1244,8,61,37,4
161,0,14,24,5
35,0,0,0,0
32,0,0,0,0
300,4,0,0,4
701,1,3,29,2
274,11,6,1,3
62,5,1,0,2
708,0,2,1,1
2414,3,45,56,18
6875,34,196,86,35
95,0,8,0,4
1493,4,8,4,2
146,2,0,1,0
426,2,3,74,5
9,0,1,0,0
7,0,0,0,0
95,0,4,0,0
51,0,0,0,0
36,0,0,0,2
545,16,9,28,8
462,0,0,0,0
937,9,1,31,6
109,4,3,8,3
57,1,1,0,0
474,3,11,1,6
143,5,4,0,11
259,2,1,5,0
651,1,8,3,0
277,5,4,5,0
533,10,13,7,14
248,15,12,21,9
170,0,7,5,0
10,0,1,0,0
1360,7,12,12,5
114,4,0,0,0
281,1,0,1,0
796,5,33,62,2
103,1,2,2,0
269,2,8,0,0
401,9,5,9,3
6580,26,85,11,18
579,1,2,1,0
16235,107,338,37,32
130,0,4,5,0
451,5,19,4,1
91,3,0,2,0
5665,4,3,6,0
14,1,0,2,0
18,0,0,0,1
177,0,3,6,0
909,2,9,41,0
42,0,0,1,1
1188,3,0,61,0
9,0,0,1,0
8,0,0,1,0
137,0,0,1,2
7,0,0,1,0
283,5,5,1,7
368,0,3,26,7
2637,58,227,24,24
22,0,0,0,0
106,0,1,0,1
943,36,96,12,37
228,2,3,4,1
295,17,12,16,11
2820,30,12,24,20
92,1,3,0,5
4028,7,36,31,32
2172,12,23,6,7
24,0,0,0,2
257,5,10,37,4
646,8,34,7,2
38,0,2,0,0
107,1,3,1,2
361,0,0,17,0
128,2,1,15,2
1084,32,21,38,38
2234,9,56,10,0
31,2,0,0,0
147,2,6,6,0
566,2,1,5,2
443,0,18,19,1
265,18,12,2,41
54,0,0,3,0
77,0,2,1,3
145,8,54,6,5
3142,10,154,173,22
469,3,0,1,0
306,5,4,2,0
48545,240,541,312,429
1402,25,23,90,11
590,5,10,37,5
14,0,0,0,0
315,22,7,45,22
12,1,1,1,2
112,13,3,1,0
53,0,0,0,0
6,0,0,0,0
199,1,1,7,2
192,5,3,6,5
91,0,0,0,0
894,31,28,37,6
55,0,4,2,2
177,6,7,47,3
27944,116,341,139,80
245,10,6,11,6
967,1,9,11,2
18,0,0,0,0
410,2,0,31,1
1799,73,35,99,80
430,8,18,11,9
176,2,0,15,0
148,2,3,0,3
73,1,0,0,1
37,0,1,1,0
376,0,22,15,1
100,10,0,0,3
166,1,0,12,0
32,0,0,0,0
389,18,26,22,11
162,2,2,0,0
64057,125,1381,350,85
124,1,1,12,2
485,9,27,8,9
189,0,1,0,0
1424,14,41,6,2
6239,153,319,222,98
80,4,3,3,2
711,3,8,9,1
2005,8,66,11,7
999,28,27,6,2
342,17,29,30,12
135,0,2,1,2
7,1,0,2,0
15,1,0,0,1
14166,360,1801,55,827
641,30,6,9,9
333,5,16,9,8
58,0,0,1,0
70,2,2,0,1
59,0,0,4,0
37,0,0,1,1
747,0,3,2,1
61,12,4,1,5
22775,422,1086,134,177
149,14,27,3,29
68,2,1,3,2
171,2,1,1,1
317,21,11,5,3
42,1,1,0,0
350,1,8,13,2
784,9,50,1,0
372,0,3,1,1
1997,19,29,15,21
119,0,0,2,0
492,7,24,13,7
338,11,9,11,19
46,0,1,0,4
64,1,0,0,0
1572,6,56,46,1
23,0,0,0,0
15,0,0,0,0
19720,203,1008,114,563
6074,73,142,410,80
81,0,0,3,0
275,1,7,16,0
1574,15,16,30,16
48,1,0,0,1
192,1,0,0,0
852,8,8,4,0
197,1,4,10,7
1531,6,15,11,1
2453,22,124,40,124
22,1,4,0,0
14109,27,371,1449,32
66,0,1,0,0
249,2,7,9,0
844,1,15,22,1
463,1,0,1,0
139,6,0,0,0
17,0,0,0,0
943,7,6,20,7
140,2,8,5,0
39,0,0,0,0
114,1,1,3,0
541,23,23,5,32
45,3,3,0,0
72,0,1,0,0
1864,11,33,16,6
1129,5,45,47,5
7789,23,75,193,83
750,0,12,43,2
4,0,0,0,0
2650,3,1,36,5
9,0,0,0,0
6026,56,243,31,119
32,0,0,0,0
1146,6,14,5,0
373,1,0,2,0
18,0,0,0,0
31,0,0,0,0
528,3,1,4,2
2,0,0,0,1
412,7,13,31,5
543,17,18,26,24
30,2,1,1,3
19278,55,220,83,22
40,1,1,4,2
13,0,0,1,0
357,7,22,2,2
148,0,0,2,2
450,10,12,13,7
130,3,3,12,3
13,1,0,0,2
80,4,1,15,0
3327,18,62,120,7
87,0,0,0,3
73,2,2,1,2
102,0,1,0,0
13,0,0,0,0
565,2,2,4,0
31,0,0,0,0
485,1,0,9,1
42,0,2,5,5
452,6,4,14,3
1239,19,72,110,13
27,1,1,0,0
4532,4,52,29,18
83151,714,5103,732,838
1964,4,33,80,17
1801,37,52,13,3
1217,6,89,84,3
440,0,0,5,0
1068,2,23,27,11
320,3,6,15,0
146,2,4,7,2
97,0,0,2,0
769,1,7,34,4
80,0,5,2,0
28,0,0,2,0
180,1,1,21,4
44,2,0,2,1
75,6,9,0,5
108,0,0,0,0
146,3,7,8,3
13810,38,818,594,54
122,24,36,4,19
159,2,2,6,2
150,0,1,5,0
1350,25,130,8,60
40,0,0,0,0
1189,4,0,0,1
24,0,2,0,0
268,0,2,9,2
260,1,2,2,0
125,1,0,5,0
2,0,0,0,0
327,7,36,41,3
303,6,2,3,0
46,0,0,0,0
2036,40,85,31,42
652,6,37,17,21
14,0,0,0,0
174,3,7,0,3
737,1,1,16,1
4400,33,81,176,31
1274,8,26,10,5
4,0,0,0,0
644,4,204,59,0
2957,31,62,28,92
39,1,0,2,0
6597,83,144,235,178
903,19,45,4,9
42,1,1,2,3
121,7,1,2,3
315,4,3,2,4
5416,5,39,18,4
119,1,0,9,1
22984,231,1446,234,626
1741,20,79,125,13
93,0,0,0,1
64,5,1,0,2
174,0,1,4,2
231,3,6,2,1
2000,8,92,33,10
90,2,1,1,0
689,4,3,28,1
133,0,1,2,0
294,0,1,2,1
102,1,1,0,0
166471,472,933,5631,1730
15,0,0,0,0
42,0,0,0,0
165,1,3,7,0
153,1,1,6,2
333,3,63,52,10
139,0,8,0,1
140,0,2,1,5
29,1,0,2,0
77,3,1,1,0
24,0,3,0,0
667,12,19,6,13
14,0,0,0,0
238,1,1,1,4
10,10,0,1,2
14815,34,642,114,18
211,0,2,10,2
50,0,1,0,0
91,0,0,0,0
143,0,0,5,0
982,14,7,53,10
852,3,25,13,2
120,1,2,0,0
125,2,2,4,2
781,16,12,9,3
70,1,0,0,0
284,13,8,16,28
206,1,0,0,0
259,0,0,2,0
249,3,1,1,0
201,4,15,7,3
82,0,0,5,2
76,0,1,0,0
217,8,2,6,5
629,4,29,89,9
12,0,0,0,0
75,0,0,3,0
166,4,11,18,0
145,0,0,0,0
1563,2,26,37,2
32,0,0,0,0
232,0,0,20,3
557,1,6,18,6
231,0,2,4,0
16,0,0,1,0
336,14,14,20,17
61,12,1,1,6
17557,154,223,1825,138
561,4,12,57,6
3040,19,49,94,22
398,2,48,26,6
855,3,16,22,4
38,0,0,0,2
133,8,16,19,5
40,0,2,1,2
720,1,1,3,0
91,0,3,0,2
2,0,0,0,0
285,0,1,18,2
149,0,1,6,2
6,0,0,0,0
46,0,1,0,0
113,0,1,2,5
96,1,0,4,0
542,5,10,9,1
422,0,8,28,0
85,3,3,4,0
399,2,2,1,0
43,3,4,2,4
32,0,0,0,0
30,0,0,0,0
705,16,42,27,54
47,2,4,0,4
50,0,0,2,2
80,6,5,2,2
168,2,0,7,3
25097,97,337,571,380
35,0,0,0,0
73710,136,274,130,88
285,2,26,16,8
1475,14,219,26,4
143,0,2,3,0
6328,108,271,61,121
76,2,1,5,2
274,0,1,21,0
11,2,4,0,0
11,0,0,0,0
1160,1,8,33,0
1340,8,16,11,17
39,3,0,3,0
228,0,3,8,0
686,5,9,12,2
166,0,0,1,2
96,3,6,21,0
468,14,1,6,12
242,1,1,5,1
687,6,12,3,8
131,0,0,2,0
101637,673,2767,900,4076
2482,3,3,33,4
18,0,0,1,0
1404,5,60,31,5
320,0,5,0,0
66,7,1,3,0
70,2,0,2,0
213,0,1,1,0
776,2,6,28,3
1021,2,33,88,3
71,0,0,2,0
604,7,17,35,9
17,0,0,0,0
367,0,5,35,3
14,0,0,0,0
2,0,0,0,0
24,3,9,0,0
1601,9,19,25,5
3101,6,35,158,7
142,3,3,1,1
1067,6,7,104,2
267,0,2,3,0
220,4,4,14,0
295,5,8,15,14
3063,14,14,17,7
306,5,6,14,9
108,2,1,0,4
104,0,1,2,0
99,6,2,0,12
30,0,0,0,0
508,0,2,6,0
179,0,1,1,0
242,0,0,0,0
966,4,10,13,6
233,1,1,9,0
28,0,0,0,0
390,1,28,11,8
29,7,0,0,0
22,0,0,0,0
162,3,4,6,4
2,0,0,0,0
12,0,0,0,0
409,1,0,9,1
72,0,2,1,0
25,0,0,2,0
65,0,1,1,0
2866,29,9,100,17
1097,1,64,26,5
239,2,7,7,1
3263,30,68,22,15
2380,5,35,82,5
137,10,4,5,3
493,4,31,29,16
9534,33,92,363,27
52,0,0,0,1
9203,60,591,46,322
36,2,0,0,0
1771,3,10,12,2
304,2,5,18,0
159,3,1,6,3
25,0,0,0,2
282,5,11,35,3
51,0,5,0,0
206,2,4,1,0
1815,21,10,49,4
721,15,28,7,0
35,4,0,5,2
42,1,1,7,3
577,16,13,16,30
149,2,2,2,10
24389,96,3640,1324,157
1150,2,17,11,4
215,6,4,5,8
18626,85,63,409,23
29,0,2,0,3
46,0,0,0,0
39,0,0,0,0
377,12,20,58,38
206,2,19,7,3
28,0,0,3,0
263,3,5,1,0
1416,115,90,9,44
208,3,1,0,0
2005,32,152,13,7
97,2,1,8,0
143,7,2,1,4
695,7,12,14,11
384,7,45,6,3
974,4,6,1,3
1,0,0,0,0
545,8,4,148,6
23,0,0,0,0
2149,69,57,6,22
30,0,0,0,0
226,0,1,2,0
2000,5,46,10,1
333,5,2,18,14
176,2,2,6,1
598,2,5,6,1
159,16,3,0,0
87,0,2,0,0
149,1,1,4,4
828,8,0,0,2
237,2,3,5,3
20,0,0,1,0
12,0,0,0,0
112,3,3,0,0
669,2,27,3,3
146,11,3,0,4
53,0,0,3,0
24,0,0,0,0
1507,13,10,22,4
955,4,24,2,1
406,2,5,1,0
344,0,2,6,1
13,0,0,0,0
132,0,5,0,0
40,0,0,0,0
837,21,142,90,5
74,10,1,2,1
299,3,11,10,3
13,0,0,0,0
218,3,3,1,1
90,1,0,0,0
503,1,2,66,2
62,2,2,1,1
37,0,0,0,0
203,9,15,3,17
495,2,6,28,6
1341,17,306,36,3
74,0,2,1,1
2680,8,41,21,8
17765,110,388,112,10
32,2,0,4,2
162,10,7,7,13
873,1,12,2,2
1590,7,24,67,3
314,5,22,34,6
27,4,0,1,1
114,2,1,1,2
974,23,8,0,0
239,2,3,6,0
3063,27,130,218,121
61,1,1,2,1
598,5,13,11,4
985,12,18,34,5
4783,86,182,41,139
40,1,1,8,3
90,2,0,0,0
1453,3,9,2,2
250,2,2,2,1
100,2,1,2,2
334,28,5,6,18
153,4,0,2,0
1248,5,14,15,7
164,2,4,1,0
25,2,2,0,0
1046,7,11,11,7
163,17,46,16,52
158,3,1,5,0
246,0,0,0,0
331,1,2,1,0
123,0,0,1,0
446,3,12,0,2
656,5,2,6,4
135,1,0,0,0
381,3,6,65,8
394,4,11,20,5
170,2,1,3,0
62,0,0,0,0
1933,20,32,10,10
240,4,1,11,5
268,20,27,1,6
347,14,14,14,15
352,3,20,17,2
518,7,5,10,21
861,8,7,14,4
1174,5,86,61,29
125,0,1,2,0
268,0,0,1,0
465,9,30,58,9
1191,3,81,34,19
175,0,0,8,2
259,0,1,7,0
294,8,31,13,10
702,0,1,1,0
151,2,5,9,1
344,2,12,1,0
45,0,0,0,0
211,0,0,2,0
396,0,2,8,1
26,0,0,0,0
139,1,0,0,0
3525,29,131,136,24
742,18,7,6,4
15,0,0,1,0
43,1,0,0,0
