play,comments,danmu,favorites,coins
288,6,13,2,11
351,3,5,3,3
382,4,2,56,5
243,4,3,4,5
190,1,7,3,0
987,5,16,66,7
287,4,7,4,4
180,0,3,15,0
155,3,3,9,22
82,0,6,6,1
101,0,0,0,0
680,7,5,21,1
128,7,9,5,1
210,0,1,1,0
398,1,0,4,0
46888,174,2719,120,208
54,0,0,0,0
98,3,1,3,0
970,3,7,12,1
4,0,0,0,0
527,1,0,2,0
386,1,1,12,0
140,0,0,1,0
318,3,1,41,5
100,10,5,2,4
241,4,11,2,4
56,0,0,5,1
1498,51,90,12,50
250,14,57,45,12
15,3,2,0,1
823,3,0,0,3
328,1,0,0,0
16,1,0,0,0
61,0,0,0,0
117,0,6,20,4
301,1,1,18,2
33,2,1,1,0
1391,14,29,19,10
112922,1407,3614,13728,20093
407,1,2,2,0
819,7,3,22,1
308,4,102,7,0
29,0,1,3,0
1147,2,65,28,5
667,6,21,46,26
52,1,4,0,2
198,2,1,0,0
620,2,17,10,7
173,1,1,2,3
93,1,0,1,2
5067,110,211,439,194
78175,653,1466,7437,2552
136,2,1,4,4
243,6,5,11,5
383,3,13,11,4
1405,7,38,19,2
10,0,0,0,0
15806,245,1100,1264,762
10328,163,55,238,45
56,3,1,1,3
891,1,24,44,10
400,2,8,7,2
485,7,15,15,9
1097,6,58,99,10
1052,19,53,23,12
76,4,6,5,8
263,13,19,13,17
32,2,0,2,0
54845,189,80,232,49
73982,169,130,112,38
385,7,4,3,3
152,2,0,11,0
180,2,1,5,2
282,10,8,3,1
10302,37,188,188,58
691,9,33,2,2
671,15,175,21,2
316,4,1,10,2
391,0,2,1,1
205,0,8,4,0
136,2,0,2,2
109,0,0,2,1
631,11,0,1,4
99,17,9,1,11
531,23,6,20,12
103,2,2,4,2
207,14,19,4,12
131,1,0,1,0
20,0,0,2,1
199,2,14,49,8
308,0,3,5,0
356,2,6,22,2
405,3,1,21,2
95,2,3,0,0
555,30,26,20,21
129,3,4,3,2
183,0,0,1,0
42,0,33,1,1
106,2,3,19,0
305,6,0,0,0
304,3,1,1,1
1598,11,3,42,4
245,3,3,12,7
29,0,0,0,0
682,4,16,16,0
401,1,0,1,0
762,2,21,16,2
54,0,0,0,0
341,6,7,17,1
18,0,0,0,2
2397,19,121,15,1
399,3,9,18,4
482,5,9,13,0
235,0,1,0,0
1774,43,52,29,49
18815,104,440,272,92
874,7,21,51,5
279,5,17,9,5
352,0,10,20,4
88,1,3,2,0
99449,512,468,451,1257
92,0,3,2,0
63,0,0,1,0
953,4,3,3,5
212,4,4,37,2
43,1,0,0,0
17,0,0,0,0
7327,36,580,162,20
88,0,0,0,0
537562,2251,46780,1519,832
119,3,2,3,0
430,17,16,9,8
137,8,5,2,16
108,0,3,6,0
75,1,0,0,0
1519,4,1,4,9
346,0,4,1,0
343,4,1,1,5
740,25,73,62,62
112,1,0,1,0
341,6,7,16,1
124,0,0,0,0
471,5,10,35,6
76,10,1,2,5
177,2,7,4,6
46,2,2,0,4
79,0,0,1,0
172,1,1,1,0
92,2,0,0,0
42,1,1,0,0
74,0,1,1,0
157,2,0,0,1
188,1,2,0,0
772,0,13,5,0
876,12,43,73,49
306,1,29,36,0
4884,27,147,180,38
9557,145,222,2383,515
41,1,0,1,0
25,0,0,0,0
43,0,0,5,1
246,13,60,6,2
236,3,1,3,1
829,3,5,10,3
370,1,362,40,18
359,1,6,6,6
183,0,2,0,6
116,1,0,8,2
16,0,1,1,0
751,9,4,17,3
229,1,1,41,6
479,2,6,19,1
86,0,0,0,0
103,2,0,0,0
14,0,0,0,0
29,2,1,1,4
11,0,0,0,0
85,0,1,1,0
290,15,21,12,24
287,5,10,12,0
75,1,3,0,0
249,0,16,5,2
498,20,13,78,29
3,0,0,1,0
527,15,12,100,7
95,3,1,5,3
5108,15,115,22,24
1778,21,48,23,3
385,4,3,10,8
484,9,8,20,19
82,8,4,0,6
84,2,7,5,4
412,11,13,4,7
201,1,0,0,0
65,0,0,0,2
42,0,0,1,2
51,0,0,0,0
703,5,16,33,7
29,0,0,0,0
451,2,4,3,1
397,9,10,11,3
2138,15,20,6,8
54,3,0,0,2
16,0,0,1,0
35,0,1,2,0
308,3,3,0,10
303,6,3,3,1
450,0,3,1,1
139,1,2,5,2
46,3,0,2,0
538,23,13,12,24
142,0,0,0,0
133,6,10,1,7
182,1,0,0,0
3039,61,238,303,96
712,2,9,34,2
194,0,43,1,2
119,3,3,3,0
720,12,6,1,12
90,2,1,22,2
292,3,11,9,0
55,5,0,0,0
234,0,2,4,2
181,8,2,0,4
21676,128,571,1326,1244
1071,9,35,34,21
48141,176,5789,1230,204
63,0,3,2,4
115,2,6,13,5
120,1,0,1,1
250,5,34,11,5
155,0,3,2,0
165,2,2,1,0
77,0,0,2,1
3530,51,130,11,85
80,0,0,0,0
578,2,9,13,0
1998,32,25,39,24
25,0,0,1,1
128,7,2,1,8
69,0,2,0,1
188,0,0,27,2
25576,200,211,179,108
19,0,1,1,0
1729,14,283,174,29
1189,11,11,2,0
185,5,38,2,7
116,1,0,2,0
1939,47,50,72,24
165,2,2,5,4
141,9,9,16,3
126,0,2,4,0
966,30,17,169,35
545,0,7,17,2
365,2,30,11,3
370,7,16,0,1
101,8,2,4,1
140,2,8,7,2
16345,167,711,40,238
117,7,4,1,0
15,2,0,3,0
561,3,16,5,1
27,0,0,3,2
137,1,0,1,0
35,0,2,0,2
68,3,2,9,0
3745,18,904,96,5
6061,20,55,70,6
27,0,1,0,0
3472,62,125,15,11
331,2,0,76,8
91,4,1,0,1
81,26,4,4,6
554,6,8,10,2
56,1,2,0,2
34,4,5,0,1
34,0,0,0,0
82,0,1,0,0
895,1,63,30,11
7,0,0,1,0
159,10,2,3,6
53,2,1,5,0
1155,7,11,58,1
172,1,2,0,0
4478,104,185,156,148
83,5,1,5,0
222,1,7,6,6
1145,4,17,62,4
105,1,2,0,1
1113,10,20,8,6
54,0,0,0,2
329,4,12,12,6
202,13,2,12,3
13969,89,111,381,133
960,21,67,82,29
28329,179,425,252,247
38,0,0,7,1
20,0,0,0,0
364,8,28,14,12
5099,62,1100,218,6
22394,169,260,2038,138
119,2,2,3,0
250,21,12,36,9
745,4,8,16,12
80,5,1,0,1
140,0,0,0,0
1760,8,51,11,16
42,0,0,2,0
114096,708,1691,616,4641
2783,8,41,139,66
389,7,4,18,0
82,1,48,15,5
740,5,12,28,2
205,2,5,0,2
75,8,1,4,4
134,0,2,4,0
365,3,9,25,3
29,1,0,0,0
57,0,0,0,0
26,0,1,0,0
997,9,39,27,22
4397,29,56,12,18
507,6,4,7,2
81,2,6,12,9
24,0,0,5,0
1257,34,5,9,19
88,0,0,2,0
116,6,2,3,3
8,0,0,0,2
98,0,2,2,0
256,5,11,4,9
639,3,17,22,10
46,0,0,0,0
545,0,1,4,0
477,1,4,9,0
139,3,1,0,0
820,3,30,37,9
93,2,0,2,4
40,0,0,0,1
598,6,18,2,12
613,24,7,17,18
96,1,0,8,1
477,3,6,11,2
5,0,0,0,0
76,1,3,2,2
220,14,13,18,7
57,1,3,0,0
232,0,2,15,0
157,2,4,4,5
185,2,8,0,0
422,17,43,9,16
119,8,11,1,8
1609,8,17,76,6
158,1,2,21,1
14,0,0,0,0
167,3,3,0,1
244,3,3,6,4
13,1,0,0,0
44,2,0,0,0
339,13,13,28,17
2956,9,109,31,50
223,3,2,7,6
290,7,0,4,5
448,8,28,27,19
1066,13,42,161,4
390,4,8,22,9
78,1,10,3,0
60,7,1,0,2
279,8,2,2,11
26,1,0,1,4
372,13,5,7,13
537,4,2,5,2
500,0,10,15,1
40,2,0,1,4
127,2,2,6,2
799,11,1,0,2
57,0,0,0,0
224,0,0,6,0
275,2,13,12,3
435,6,5,8,5
433,3,5,17,2
20368,64,123,190,43
69,6,4,0,4
280,2,1,4,1
95,0,6,6,0
45,2,0,0,0
1314,7,9,49,7
105,6,17,8,4
439,4,1,28,4
393,6,5,3,14
110,1,3,4,2
1547,13,32,58,27
83,2,2,0,2
137,0,0,4,0
725,3,4,15,3
1242,12,9,65,26
17,0,0,0,0
1531,0,2,4,0
69,2,1,0,4
19,0,0,0,0
605,2,4,4,6
33,0,0,0,0
23,0,0,0,0
746,7,4,4,6
1130,8,24,69,9
168,4,1,5,5
64,3,0,0,2
525,16,34,9,47
331,3,2,10,6
460,7,6,26,12
2046,3,11,144,7
103,1,0,19,2
168,1,0,1,0
640,0,0,1,0
62,4,16,5,0
5,0,0,0,0
22,0,0,2,0
150,2,1,0,0
133,0,1,9,0
51,2,0,2,1
54,0,0,2,0
27,0,2,3,0
264,3,4,2,10
1471,23,78,21,17
211,0,4,3,2
38,0,0,1,0
3899,78,87,194,23
102,11,1,1,3
1257,1,4,13,3
16,0,0,0,0
79,0,0,0,0
747,2,4,10,3
342,10,6,17,2
560,2,3,17,0
1708,2,7,3,1
49,0,0,0,4
251,1,10,43,5
320,15,2,3,9
330,1,4,3,5
92,4,0,4,2
294,2,1,2,1
139,1,3,8,2
1908,28,207,9,179
137,7,2,9,7
131,0,0,1,1
117,3,5,1,3
585,6,7,7,0
1337,2,3,4,3
59424,481,706,1742,300
91,0,2,3,1
463,11,43,61,9
111,3,0,1,3
25,0,0,1,0
5998,77,98,27,33
193,2,8,3,1
216,1,0,4,1
55,0,0,4,3
5398,9,73,58,13
4098,10,43,9,5
2293,42,107,63,75
230,4,0,0,4
94,1,6,3,2
33377,54,272,136,47
1949,7,8,4,9
353,5,5,0,2
1312,8,83,49,54
226,0,1,0,0
19,0,2,0,0
125,0,0,8,0
24,0,0,0,0
213,4,51,6,11
4343,37,242,29,44
11,0,0,0,1
235,4,11,3,2
181,6,4,18,5
341,13,17,28,28
57,3,0,4,0
84,1,1,0,0
314,3,6,18,9
837,1,7,2,1
677,3,18,19,7
57,1,0,8,0
30,0,0,0,3
294,3,0,4,16
8308,24,64,142,14
134,5,12,15,1
80,2,0,0,0
26,0,0,0,0
33,2,0,0,0
125,2,1,1,1
842,50,72,109,26
119,0,0,5,0
297,8,64,34,5
91,1,0,4,0
2689,27,53,289,28
26621,171,3322,83,293
1178,4,16,5,2
135,1,2,1,0
433,1,5,25,2
132,10,2,11,7
78,0,0,0,1
788,1,1,1,2
1705,20,38,33,13
173,3,3,0,0
18,1,0,0,0
1556,3,9,36,0
14,1,0,0,0
1108,2,8,31,15
72,0,1,1,1
58,0,1,0,0
766,5,9,3,4
90,2,0,0,2
519,23,134,85,17
507,10,25,22,21
321,41,10,3,21
528,31,36,6,15
16,0,0,0,0
13,0,1,1,0
97,0,1,4,2
430,1,9,4,0
242,1,3,6,3
1460,15,51,17,4
549,6,14,17,8
468,4,18,7,5
23,0,2,0,2
73,3,2,1,3
3222,12,311,44,14
1389,1,23,33,2
99,1,38,1,0
50,0,0,0,0
66,2,0,1,2
61,0,0,2,0
290,4,2,3,1
420,11,29,1,4
203,3,8,9,1
48,1,0,0,0
541,24,47,70,47
308,0,24,15,4
183,0,3,1,2
601,11,16,2,6
23,0,1,0,0
66,1,0,2,2
585,6,11,9,0
31,0,1,0,0
32,1,0,2,2
2662,15,55,14,36
393,2,1,4,0
116,4,1,6,2
245,6,25,23,7
50,0,0,0,1
14,0,0,0,0
97,9,41,7,6
28,0,0,0,0
37,0,0,0,0
673,4,1,25,3
30,0,0,0,0
569,4,3,50,4
1577,4,43,30,2
117,1,5,5,4
619,0,5,83,2
232,0,0,2,2
36,0,1,0,0
91,4,1,12,2
83,0,0,0,0
299,1,4,2,3
18,7,0,1,2
11525,134,920,132,130
134,1,6,17,3
299,2,3,11,0
59,1,0,1,0
159,1,2,0,0
97,0,0,4,1
1887,22,27,17,29
97,1,2,2,0
173,3,36,4,0
1489,16,10,50,18
7249,14,292,385,22
3447,17,40,19,26
63,1,0,9,3
54,1,1,2,1
105,12,1,0,2
795,9,21,26,10
630,4,34,31,2
152,0,1,6,4
953,8,35,42,9
91,0,0,2,6
413,6,7,0,2
421,19,6,83,6
629,11,3,5,8
23,3,0,0,0
663,6,38,34,9
382,6,10,6,11
52,4,0,0,5
2141,12,64,19,23
390,10,10,5,7
133,9,5,3,9
140,8,0,1,0
28,0,0,2,3
452,2,30,11,4
498,3,11,19,0
56,1,4,0,2
171,0,0,1,0
264,0,1,24,0
2431,8,56,44,1
104,2,1,2,0
308,9,3,70,4
2496,37,128,87,60
1108,34,47,51,76
8,0,3,0,2
369,2,9,10,3
732,7,10,29,10
99,3,0,0,3
23,0,0,1,0
33,0,0,0,0
245,1,10,1,4
119,6,0,3,1
12,0,0,0,0
97277,1012,3507,1757,3573
28,2,2,0,0
769,0,5,3,0
115,3,0,0,4
61,4,1,0,2
362,0,2,7,0
256,0,2,2,5
5620,38,669,335,51
74,3,1,0,0
613,8,7,31,1
8,0,0,0,0
210,11,4,9,9
2461,11,141,105,39
124,1,1,0,2
43,0,1,1,2
82,0,0,0,0
146,3,1,15,7
109,4,0,6,0
140,3,4,0,0
60,0,3,0,2
26,2,0,2,0
146,3,1,5,1
63,5,1,1,1
211,5,12,11,5
408,5,4,1,2
137,0,1,11,1
151,2,1,6,1
10794,121,294,797,206
77,2,0,2,0
9,0,0,0,0
614,6,5,28,1
135,8,10,0,9
242,14,13,38,6
249,2,3,1,4
21,0,0,1,0
222,3,0,4,0
1279,30,65,100,50
101,2,2,4,0
11610,23,232,34,30
12,0,0,2,0
1648,5,24,26,3
192,0,0,4,2
1261,25,64,18,43
39,0,0,0,0
292,7,2,5,1
1214,11,20,55,6
1355,16,116,38,13
205,2,1,4,3
60,0,0,0,0
41131,71,1593,1325,44
251,4,19,11,4
118,0,3,3,2
2,0,0,0,0
41,1,0,0,0
154,2,6,6,7
87,0,0,0,0
27,0,0,0,0
44,2,3,5,1
1270,55,52,8,42
85,2,2,8,5
39,0,0,0,0
771,11,43,28,26
92,0,1,4,0
175,9,4,12,10
154,0,0,0,0
203,0,0,10,2
16,0,0,0,0
64,1,0,1,0
581,6,4,29,11
218,2,6,24,1
9,1,1,0,1
11,0,0,0,0
707,0,6,9,9
389,41,2,12,11
424,15,53,23,29
234,6,4,0,9
84,0,2,1,0
512,9,8,11,2
5629,15,48,20,28
763,1,6,13,1
11,0,1,0,0
39,1,1,0,0
917,4,6,11,6
172,4,2,4,0
323,9,9,1,9
456,3,12,6,7
102,7,3,0,2
28,0,0,2,0
1704,13,60,31,7
33,0,0,0,1
379,39,74,8,35
570,14,16,44,6
370,0,2,6,3
922,18,32,122,25
1601,8,42,78,17
396,4,35,3,4
761,4,19,2,2
1276,9,53,58,22
232,0,0,2,0
207,0,0,1,0
2695,13,218,72,48
133,4,0,0,0
851,3,5,29,2
111,0,1,4,0
304,3,11,17,9
142,1,1,4,1
289,16,10,60,6
86,0,3,10,5
1565,9,120,68,4
92778,871,1508,393,987
1599,27,25,93,15
486,6,6,20,2
148,0,0,0,0
73,3,1,0,0
50,1,0,3,0
3312,34,140,36,25
87,2,1,0,0
896,5,22,4,2
19,0,0,0,2
20,0,1,1,2
26794,68,208,1112,287
23,1,0,1,0
919,6,11,30,18
252,3,18,2,1
8,0,0,0,0
16044,77,91,88,18
174,8,77,6,38
157,0,0,2,0
61,0,0,1,0
312,1,3,7,5
226,4,9,25,11
319147,768,1971,793,865
5007,18,36,20,3
687,8,41,44,23
575,3,4,61,3
111,2,3,3,2
8,0,0,0,0
816,1,5,13,2
146,4,5,1,2
427,1,11,0,1
196,14,51,3,6
30,0,0,0,2
270,7,0,24,1
16,0,0,0,0
16,0,0,0,0
600,5,7,4,10
696,7,27,30,7
340,3,2,8,0
57,1,0,1,0
1133,34,171,83,34
52,0,0,0,0
25,0,0,0,0
11,1,0,0,0
1180,3,15,86,3
878,2,24,14,0
55,3,1,4,1
4564,14,207,113,25
178,6,2,3,0
125,2,0,0,2
596,10,8,8,3
42,1,0,5,0
39,0,0,7,2
54603,329,401,1124,107
43,0,0,0,0
107525,141,341,410,49
52,2,0,0,0
1093,3,144,44,7
46,8,1,10,2
22,0,0,0,0
46,0,0,0,1
270,0,1,6,0
125,3,2,0,4
134,4,31,7,15
854,5,42,19,14
364,17,3,1,0
73,0,0,0,4
1037,0,11,24,3
29,1,0,0,0
518,24,26,17,23
24,0,0,2,0
1047,5,15,29,5
557,1,5,16,1
704,0,1,0,1
79,0,2,0,1
27,0,0,0,0
390,2,35,9,7
1779,5,16,8,12
29,0,0,0,1
122,3,2,3,3
3831,29,187,15,72
3052,19,34,18,0
253,4,2,1,4
68,13,1,0,4
268,1,5,15,2
2939,28,350,104,93
1309,24,21,169,32
1417,5,11,15,2
365,7,6,32,2
4173,6,17,24,1
246,5,2,2,9
188,0,3,5,2
133,17,20,6,12
43,5,1,1,0
193,4,24,8,4
73,2,1,5,0
244,5,0,2,2
500,10,6,11,1
414,11,12,85,8
11,0,0,0,1
15,0,0,0,0
812,0,3,19,1
1431,14,135,38,5
83,0,0,1,2
15,0,0,1,0
311,4,4,2,3
196,2,3,0,7
89,1,2,0,0
322,1,0,2,0
75,4,0,0,0
203,17,7,4,15
230,3,21,14,5
34,0,0,0,0
6098,11,222,603,12
66,0,1,0,0
415,2,1,6,6
68,5,0,1,2
128,1,2,4,0
1400,5,32,55,21
998,2,4,4,1
346,0,3,6,1
604,3,6,31,9
4977,3,9,57,2
160,1,6,9,6
19,0,5,2,4
190,0,4,3,0
52,0,15,1,14
27,1,0,1,0
735,30,8,7,22
208,7,2,2,0
364,6,8,19,7
687,34,21,3,16
131,5,7,0,1
336,2,10,18,5
24,0,0,0,0
1092,12,12,49,5
235,11,3,3,2
862,11,25,34,15
51,14,0,1,1
506,7,10,0,2
330,3,19,27,1
611,0,2,3,1
336,18,1,6,7
107,1,4,0,1
284,1,77,39,2
72,1,2,0,0
206,3,1,11,1
43,1,0,0,0
505,1,1,53,1
454,6,19,6,12
166,10,7,0,7
1097,1,30,33,0
27,2,0,0,0
6095,80,184,608,373
469,1,4,11,2
73,0,1,3,2
5975,92,364,274,154
273,4,1,1,0
1387,5,14,163,20
5239,13,76,37,1
668,8,23,0,3
153,6,11,24,5
2012,9,216,76,5
213,2,3,6,0
320,8,16,6,3
1334,9,44,54,19
66826,251,2366,4914,7767
177,6,121,21,4
98,9,30,0,15
337,18,64,40,6
2126,13,162,31,63
103,0,0,1,2
792,13,7,19,2
157,0,10,6,3
78,7,3,0,5
6007,22,264,38,8
5410,8,133,71,6
1163,27,58,102,23
268,0,2,11,0
1304,20,53,54,23
190,6,2,1,1
380,4,20,1,4
730,12,26,32,16
8383,39,248,291,62
40,1,0,0,0
198,8,0,4,2
201,4,1,2,1
134,0,12,3,0
293,1,1,1,0
2171,8,130,63,22
24,0,0,0,0
2191,11,50,16,6
71,2,0,0,0
114,1,1,0,0
10520,38,110,244,134
259,2,4,12,1
65,0,0,2,0
17,1,0,0,0
164,0,3,3,0
87,2,2,3,0
116,2,4,2,7
113,0,1,2,0
491,9,17,13,3
116,0,5,0,2
788,11,55,33,22
436,3,8,11,4
102,0,3,1,2
252,42,23,11,22
4347,16,174,38,11
25,0,0,0,0
1147,11,19,48,4
98,0,2,5,2
51,5,1,7,1
312,14,23,10,7
36,0,1,0,2
4107,38,113,164,112
343,14,8,45,4
113,0,0,0,0
126,14,12,2,6
74,0,1,1,0
128,0,0,3,0
4216,238,405,514,781
1244,28,9,50,4
313,2,0,2,0
1418,12,38,8,7
25,0,0,0,0
183,1,0,2,0
6882,44,409,47,14
13,0,0,0,0
27,0,0,0,0
556,6,27,17,14
4526,15,51,23,9
71,0,0,3,0
30,2,1,1,0
864,5,37,67,5
560,13,333,27,11
99,0,0,1,0
201,1,1,10,0
197,40,61,13,47
6,0,0,0,0
534,5,18,32,14
1024,4,47,29,7
1505,35,67,18,51
116,6,14,8,21
701,49,72,22,63
221,1,0,0,0
463,1,3,61,0
10,0,0,0,0
1734,9,23,14,3
466,5,13,13,5
849,5,30,4,5
47,0,0,0,0
1443,5,28,6,4
204,5,5,15,19
112,0,0,0,0
217,8,8,0,5
68,0,0,1,0
1160,27,58,4,53
418,3,22,39,23
1978,8,26,11,19
1076,17,105,124,7
2152,16,86,60,17
213,11,4,13,4
64,0,5,0,2
309,14,5,2,2
450,2,2,20,3
272,1,6,14,1
503,17,13,0,10
44,1,0,0,0
124,3,5,6,0
84,2,0,4,2
169,3,3,12,2
33,0,0,0,0
153,13,2,2,6
28,0,0,0,0
290,4,2,8,1
410,1,4,4,1
61,2,4,1,0
464,6,7,1,4
319,18,5,0,5
438,30,26,5,7
51,0,0,0,0
140,0,0,2,0
46,0,4,0,0
172,2,2,4,1
37,3,1,1,0
124,0,0,2,2
37,8,11,0,2
19232,101,239,467,173
494,1,2,10,5
130,0,0,2,1
630,6,14,27,4
154,8,3,1,0
1616,10,35,52,7
174,0,0,0,0
216,0,0,3,2
338,1,4,11,1
49,3,1,1,2
494,4,12,36,5
257,37,49,0,25
2911,18,34,6,7
232,0,0,0,0
28,0,0,0,0
49,0,0,5,2
255,6,48,1,1
102,3,0,0,0
26,0,0,1,2
152,8,16,29,3
14,0,0,2,0
3807,20,16,3,1
115,4,4,5,4
10077,62,224,138,35
334,24,10,62,7
107,5,5,0,0
105,1,1,3,0
5155,37,146,64,46
4024,46,176,341,111
2282,1,13,59,2
735,22,5,13,13
17,0,0,0,2
114,0,0,0,2
516,7,60,47,18
565,6,8,17,2
239,6,2,3,1
526,0,8,20,2
9,0,0,0,0
1386,7,23,83,2
125,4,1,4,8
160,3,20,6,3
127,7,1,0,1
753,3,2,16,2
8,1,0,2,0
378,4,2,17,3
370,1,10,5,2
123,4,6,7,1
1306,6,9,173,6
1702,17,26,17,20
136,3,5,1,5
150,0,2,3,1
374,1,0,67,2
46,1,0,0,2
212,9,4,4,6
25987,28,114,620,27
717,15,35,58,5
484,2,1,26,1
177,1,0,5,2
585,0,3,0,0
231,2,8,0,2
150,0,0,3,0
522,4,7,16,2
47,0,0,1,0
119296,439,1252,224,260
152,1,7,4,2
161,4,5,8,4
110,3,3,3,3
278,4,1,12,1
107,0,1,0,0
464,1,4,0,4
359,2,7,30,0
1302,0,26,11,2
74,0,0,0,2
508,1,0,5,2
81,3,0,1,2
193,2,1,1,1
103,3,2,0,2
7,0,0,0,0
111,0,0,14,0
835,2,1,1,0
95,1,3,2,0
50,0,4,2,0
114,8,52,5,7
874,5,10,15,7
10127,53,115,64,46
37,0,0,1,0
13744,200,264,1683,268
521,1,36,14,1
369,0,6,11,1
52,3,5,0,0
186,1,2,1,4
168,8,3,1,6
2164,16,13,87,6
658,6,24,22,9
1530,2,2,29,2
565,4,14,3,2
741,5,9,28,1
2439,35,209,99,36
67,0,1,0,0
88,2,2,2,1
63,7,0,2,1
221,3,3,0,2
65,0,1,7,2
20,0,2,0,1
279,3,3,2,3
279,16,11,25,16
54,2,2,0,2
1210,15,17,15,22
70,1,0,5,7
809,8,6,66,7
252,4,92,58,6
46,6,1,0,2
25,1,0,1,0
13,2,0,0,2
38,0,0,0,0
517,11,16,23,54
1223,7,29,41,17
88,3,4,5,0
77,5,3,0,0
285,7,7,2,1
156,8,8,1,7
275,2,7,5,0
505,19,25,18,16
3360,16,82,488,14
100,0,0,2,0
341,1,1,7,0
134,1,5,0,4
34417,70,703,804,60
6776,23,185,174,123
170,2,2,7,1
173,2,0,0,0
616,4,2,33,4
59,0,0,0,1
1167,4,9,14,6
149,4,8,3,0
107,2,0,1,7
1547,58,65,215,43
47,5,1,2,4
48,0,0,4,0
706,25,100,53,38
58,7,0,0,0
560,0,4,13,0
136,0,1,0,0
74,0,0,0,0
218,5,34,10,3
94,3,24,0,3
787,9,18,10,2
133,1,6,0,0
915,9,56,31,40
124,0,0,0,0
33,0,0,2,0
365,16,7,5,13
23,0,1,0,0
819,6,5,26,20
87,0,0,1,1
151,0,1,2,1
64,1,0,3,0
561,3,49,53,2
1134,54,110,64,117
1339,4,33,128,3
37,1,0,0,0
387,5,2,9,10
1390,11,36,43,12
4,0,0,0,0
1600,20,97,31,0
89,6,16,1,5
561,1,3,2,0
730,3,3,2,3
48019,60,72,134,54
677,23,23,64,6
562,3,2,1,0
27,0,0,0,0
100,1,0,10,0
1280,9,15,8,11
325,2,3,12,0
1005,9,91,48,11
81,14,0,1,7
1785,34,237,12,138
446,2,12,11,0
13207,199,2547,1774,479
92,5,7,2,6
288,1,13,11,2
50,9,0,0,2
170,4,3,0,6
43,0,0,0,0
45,1,0,0,0
248,14,24,32,25
835,7,11,23,7
547,2,35,9,1
58,0,0,0,0
965,9,25,4,1
943,27,11,105,6
1853,33,39,43,102
20,0,0,0,0
263,3,0,0,3
28,1,3,4,0
52793,567,2562,1335,1110
175,7,2,0,3
352,2,5,3,8
38,5,2,0,0
69,3,1,1,4
177,5,1,5,0
135,0,5,4,0
67,0,0,3,1
965,8,5,31,4
107,3,1,6,9
69,1,16,4,3
7560,4,6,0,3
69,0,0,0,0
635,3,12,49,2
2711,13,45,12,10
156,22,10,0,16
173,1,3,4,0
3764,31,95,13,14
25,0,3,1,2
314,0,0,0,2
367,1,5,6,0
103,0,1,3,0
16,0,0,0,0
8454,12,18,34,4
316,18,3,18,0
88,1,1,2,2
556,2,1,13,0
352,0,3,23,1
237,2,5,4,0
128,4,6,4,2
85,8,0,1,4
2232,15,97,88,26
404,2,2,3,1
3,0,0,0,0
93,3,15,6,3
62,3,0,0,0
193,0,6,1,0
2115,45,65,489,37
24,3,3,0,2
592,5,20,64,18
83,4,4,8,0
1203,0,1,1,0
7,0,0,0,2
530,0,0,9,1
108,0,5,9,2
5,0,0,0,0
27,0,0,1,0
209,1,1,0,0
429,19,107,2,25
1892,9,32,83,8
260,0,0,1,0
1409,12,115,164,15
16,1,0,0,0
373,3,4,5,6
44,0,0,4,1
2023,6,28,72,0
283,5,21,2,6
37,1,0,4,1
93,8,3,8,3
24,0,0,0,0
5994,18,1005,317,32
96,0,0,0,4
48461,255,1133,153,436
308,0,13,7,0
155,12,0,7,5
43,0,1,0,1
3816,25,204,640,58
182,1,0,6,0
596,1,2,53,3
26,4,4,0,0
29,1,0,0,0
626,9,2,5,0
4717,17,822,361,49
366,1,2,9,1
32,0,0,0,0
90,2,24,8,4
356,0,2,34,3
223,10,1,6,4
26,3,1,1,0
56,0,0,0,0
40,1,0,1,0
132,9,95,9,8
102,0,1,3,0
330,5,1,1,5
2143,8,5,21,1
614,1,3,3,0
413,0,7,1,2
393,0,0,5,0
480,12,32,1,10
56,1,1,0,0
31,0,0,0,0
235,4,7,11,0
127,0,0,2,0
710,3,31,38,5
206,0,5,12,2
3352,19,192,170,37
602,3,38,28,1
676,5,9,26,3
62,14,3,1,9
28,1,0,0,0
4185,30,537,44,62
40,0,1,5,1
418,13,14,17,7
166,0,2,4,0
868,2,20,14,4
282,2,1,8,5
48,2,0,0,0
64,0,0,1,2
45,9,4,1,2
927,6,19,53,2
98,10,3,3,9
39,3,2,0,8
94,6,1,9,8
11322,0,501,4,0
11683,97,758,64,203
129,14,6,0,4
30,0,0,0,0
101,1,0,4,1
133,3,1,9,1
37,2,2,1,2
354,0,0,1,0
231,14,7,11,6
427,2,2,7,0
170,3,16,13,6
373,3,0,10,0
482,5,11,23,0
120,7,2,2,8
77,0,0,0,0
125,0,1,3,0
904,2,4,11,3
37,0,1,1,4
340,29,25,12,21
393,1,1,16,0
47,3,5,4,2
910,8,20,45,17
45,0,1,0,0
51,0,0,2,0
58,2,5,4,0
86,0,0,0,0
204,1,1,1,0
29,0,0,0,0
20,2,0,0,0
1572,11,36,8,21
4465,17,152,58,16
129,1,0,7,0
263,4,0,8,1
139,6,11,0,5
6756,5,63,87,9
1453,5,285,92,5
52,1,0,0,0
54,2,0,7,2
127,4,5,0,11
315,6,1,4,1
979,6,21,2,5
1080,11,128,122,24
329,3,0,0,0
84,1,0,0,6
333,3,2,1,3
238,4,0,4,0
